# Blind pooled labeling export (spec §Calibration Plan). Fill in `verdict` with exactly one of:										
#   bug - genuine analyzer/segmentation bug, not explained by policy or dictionary										
#   expected-policy - disagreement follows from an intentional, documented segmentation/feature policy										
#   expected-dictionary - disagreement traces to differing dictionary entries (known, acceptable)										
#   corpus-artifact - disagreement traces to OCR/encoding/corpus noise, not the analyzers										
#   noise - disagreement is uninformative (e.g. tie-breaking on a trivial span)										
#   unclear - insufficient evidence in the snippet to decide										
# `notes` is free text.										
label_id	kind	pattern	examples	source_count	text_count	snippet_1	snippet_2	snippet_3	verdict	notes
L072	segmentation	vibrato:unidic-cwj-202512:[一|二|四|七] ; vibrato:unidic-novel-202512:[一二|四七] ; sudachi-a+sudachi-c:[一二四七]	2	2	2	…タ＝ト短調」のメニューイン（ビクターＪＤ【一二四七】―八）を挙ぐべきであろうか。コロムビアの…	…奏ソナタ第一番＝ト短調』（バッハ）（ＪＤ【一二四七】―八）␣␣　以上十七曲を算えることが出来…		expected-policy	
L073	segmentation	vibrato:unidic-cwj-202512:[おも|ひで] ; sudachi-a+sudachi-c+vibrato:unidic-novel-202512:[おもひ|で]	1	1	1	…へつて周囲の者達は厄介な荷を払つたほどの【おもひで】あつた。␣「まあ、せいぜい、ゆつくりと落…			expected-dictionary	
L074	feature	pos1 whole_region 動詞=>sudachi-a+sudachi-c+vibrato:unidic-cwj-202512 ; 名詞=>vibrato:unidic-novel-202512	62693	10125	9937	…気まぐれな空ら合い。あわあわしい白ら雲が【空ら】一面に棚引くかと思うと、フトまたあちこち…	…うようなさざめきでもなく、夏のゆるやかな【そよぎ】でもなく、永たらしい話し声でもなく、また…	…わ低く屈みながら、またおもむろに花を択り【分け】初めた。擦りあかめたまぶちに、厳しく拘攣…	noise	
L075	feature	pos2 surface:で =>sudachi-a+sudachi-c ; 格助詞=>vibrato:unidic-cwj-202512+vibrato:unidic-novel-202512	67924	9755	9562	…していた。旁々の手を見れば、半はむきだし【で】、その上に載せた草花の束ねが呼吸をするた…	…の男のかおつきはまったくその一ツで、桃色【で】、清らかで、そしてきわめて傲慢そうで。己…	…ーエヴィチというのは、まるまると肥った男【で】、ぽってりした金髪・色白の顔をしていたが…	expected-policy	
L076	segmentation	vibrato:unidic-cwj-202512+vibrato:unidic-novel-202512:[藩|医官] ; sudachi-a+sudachi-c:[藩医|官]	1	1	1	…学の医風に反抗して論争した。当時の津和野【藩医官】は上下悉く素問学者であつた。綱浄は独り五…			expected-dictionary	
L077	feature	pos2 whole_region 固有名詞=>sudachi-a+sudachi-c ; 普通名詞=>vibrato:unidic-cwj-202512+vibrato:unidic-novel-202512	106235	10194	10001	…く晴れわたッて風のすさまじく吹く日、あお【そら】を影にして立ちながら、ザワザワざわつき、…	…肩を軽く叩いた。「アクーリナ」はその手を【ソット】肩から外して、おずおず接吻した。「ちッと…	…ンス人で、自分がまるで「爆弾みたいに」（【コム】・ユヌ・ボンブ）ロシアへ落下したという考…	noise	
L078	segmentation	sudachi-a:[嘗め|味わい] ; sudachi-c+vibrato:unidic-cwj-202512+vibrato:unidic-novel-202512:[嘗め味わい]	1	1	1	…はこの身分空間をみずからの生活をもって、【嘗め味わい】、アリストテレスの哲学は近世の初頭まで多…			expected-policy	
L079	feature	pos3 whole_region 一般=>sudachi-a+sudachi-c+vibrato:unidic-novel-202512 ; 人名=>vibrato:unidic-cwj-202512	110792	9458	9268	…部屋の中に残ったのは、主人と、セルゲイ・【ニコラーエヴィチ】と、ヴラジーミル・ペトローヴィチだけであ…	…ルゲイ・ニコラーエヴィチ」␣　セルゲイ・【ニコラーエヴィチ】というのは、まるまると肥った男で、ぽって…	…である。␣「やあ！」と、主人もセルゲイ・【ニコラーエヴィチ】も異口同音に。――「なおさら結構……話し…	noise	
L080	feature	pos2 whole_region 一般=>vibrato:unidic-novel-202512 ; 普通名詞=>sudachi-a+sudachi-c+vibrato:unidic-cwj-202512	197137	12391	12160	…して耳を傾けていた。木の葉が頭上で幽かに【戦い】だが、その音を聞たばかりでも季節は知られ…	…ったく手頸をかくして、赤い先の曲ッた指、【Turquoise】（宝石の一種）製の Myosotis（草…	…、Turquoise（宝石の一種）製の 【Myosotis】（草の名）を飾りにつけた金銀の指環を幾個…	noise	
L081	feature	pos4 surface:カヽシ =>sudachi-a+sudachi-c+vibrato:unidic-novel-202512 ; 一般=>vibrato:unidic-cwj-202512	1	1	1	…ずにはゐられない、この頃吾家の子供がね、【カヽシ】の唄を覚えてね、歌ふの歌はないんぢやない…			expected-dictionary	
L082	feature	pos2 whole_region =>sudachi-a+sudachi-c+vibrato:unidic-cwj-202512 ; 格助詞=>vibrato:unidic-novel-202512	76495	10981	10776	…抹額を締めていたが、その下から美しい鶉色【で】、しかも白く光る濃い頭髪を叮嚀に梳したの…	…るまい」トまた話しだした、「そんなくだら【ん】ことをいうのは置いてもらおうぜ。おれはお…	…透かされるように思われて。小心なが重そう【に】羽ばたきをして、烈しく風を切りながら、頭…	noise	
L083	feature	pos2 surface:pine 一般=>vibrato:unidic-novel-202512 ; 普通名詞=>sudachi-a+sudachi-c	1	1	1	…e and after␣　　　　And 【pine】 for what is not:␣　　…			corpus-artifact	
L084	feature	pos3 whole_region 一般=>vibrato:unidic-novel-202512 ; 人名=>sudachi-a+sudachi-c+vibrato:unidic-cwj-202512	130928	9692	9495	…に一段高く聳えて、入り日をまともに受け、【根本】より木末に至るまでむらなく樺色に染まりな…	…はない、――それはなア……イ」、ト平気で【伸】をしながら、また欠伸をした。␣「ほんとに…	…た。父はわたしの教育のことには、ほとんど【風馬牛】だったが、さりとてわたしを馬鹿にするよう…	noise	
L085	feature	pos3 surface:かき =>sudachi-a+sudachi-c+vibrato:unidic-novel-202512 ; 一般=>vibrato:unidic-cwj-202512	36	30	30	…度は朝湯にみがき上げてと霜氷る曉、あたゝ【かき】寢床の中より御新造灰吹きをたゝきて、これ…	…度は朝湯にみがき上げてと霜氷る曉、あたゝ【かき】寢床の中より御新造灰吹きをたゝきて、これ…	…チョオクの入れある箱を取出し、大急ぎにて【かき】始む。為事に熱中しつつ。）それで好い。手…	noise	
L086	feature	pos4 surface:慓輕 =>sudachi-a+sudachi-c ; 一般=>vibrato:unidic-cwj-202512	1	1	1	…朝になるわい。』と獨言つ、此男例もながら【慓輕】な事よ。␣鐵車が、いよ／＼永久紀念塔を深…			expected-dictionary	
L087	segmentation	sudachi-a+sudachi-c+vibrato:unidic-cwj-202512:[イエン|ジュン] ; vibrato:unidic-novel-202512:[イエンジュン]	1	1	1	…！␣チュアン　イエン　ペイフォン　ツイ␣【イエンジュン】　ハン　コアンフイ␣パイ　ファニャン　ワ…			expected-dictionary	
L088	feature	pos1 surface:Vendidad 名詞=>sudachi-a+sudachi-c+vibrato:unidic-cwj-202512 ; 感動詞=>vibrato:unidic-novel-202512	1	1	1	…４スパンの車の値段のために治しなさい。”【Vendidad】（要約集）は急速な援助が医師の任務である…			expected-dictionary	
L089	feature	pos2 whole_region =>sudachi-a+sudachi-c ; 格助詞=>vibrato:unidic-cwj-202512+vibrato:unidic-novel-202512	80712	10659	10453	…に、鮮かに見わたされた。雲は狂い廻わる風【に】吹き払われて形を潜め、空には繊雲一ツだも…	…していた。旁々の手を見れば、半はむきだし【で】、その上に載せた草花の束ねが呼吸をするた…	…の男のかおつきはまったくその一ツで、桃色【で】、清らかで、そしてきわめて傲慢そうで。己…	noise	
L090	feature	pos1 surface:引渡し 動詞=>vibrato:unidic-cwj-202512+vibrato:unidic-novel-202512 ; 名詞=>sudachi-a+sudachi-c	1	1	1	…自分が世話をした事で一切知て居る、早速御【引渡し】申すが、只約束は決して本人を殺さぬように…			expected-dictionary	
L091	feature	pos2 whole_region =>vibrato:unidic-novel-202512 ; 普通名詞=>sudachi-a+sudachi-c+vibrato:unidic-cwj-202512	95536	10549	10338	…なく移り変ッた。あるいはそこにありとある【物】すべて一時に微笑したように、隈なくあかみ…	…またあどけなく途方に暮れた趣きもあッた。【たれ】をか待合わせているのとみえて、何か幽かに…	…、怪しと思う心にほだされて、その男の顔を【ツクヅク】眺めたが、あからさまにいえば、あまり気に…	noise	
L092	segmentation	sudachi-a:[かすめ|とっ] ; sudachi-c+vibrato:unidic-cwj-202512+vibrato:unidic-novel-202512:[かすめとっ]	7	7	7	…早く、パッ！　夜泣きの大小を弥生の手から【かすめとっ】て、同時に小廊下づたいに台所へ跳びおりた…	…にそこから自分にとって一番好都合の部分を【かすめとっ】て来る機敏さというものとは、全然別様のも…	…それらは、侵略国日本が中国人民と中共から【かすめとっ】た収奪物でなくて何だろう。注意ぶかい読者…	expected-policy	
L093	feature	pos3 surface:甸服 一般=>sudachi-a+sudachi-c+vibrato:unidic-novel-202512 ; 人名=>vibrato:unidic-cwj-202512	2	2	2	…また元亨元年の夏、大旱あって地を枯らし、【甸服】の外百里の間、赤土のみあって青苗なく、餓…	…起り、庶民堵に安ぜず、大旱地を枯らして、【甸服】の外、空しく赤土ありて青苗将に尽きなむと…		expected-dictionary	
L094	segmentation	sudachi-a+sudachi-c:[元|屋敷] ; vibrato:unidic-cwj-202512+vibrato:unidic-novel-202512:[元屋敷]	1	1	1	…考える中に、ふと胸に浮んだのは勇治と云う【元屋敷】の下男で、我が十二歳ぐらいの頃まで居たが…			expected-dictionary	
L095	segmentation	sudachi-a:[ぶち|撒けれ] ; sudachi-c+vibrato:unidic-cwj-202512+vibrato:unidic-novel-202512:[ぶち撒けれ]	1	1	1	…共に兩得して見たい。␣　金錢さへどツさり【ぶち撒けれ】ば、こんな叩き大工のやうな――浪漫的なお…			expected-policy	
L096	feature	pos3 surface:コールドラブスター =>vibrato:unidic-novel-202512 ; 一般=>sudachi-a+sudachi-c	6	3	3	…した。ニューグランドに寄り、ポタアジュ、【コールドラブスター】、スパゲティと、ローストビーフにヨークシ…	…ルのグリルへ行き、夕食、コールコンソメ、【コールドラブスター】、カネロニー。座へ出る、大入満員大したも…	…マンハッタンをのみ、食堂へ、ポタアジュ、【コールドラブスター】、肉に七面鳥、アイスクリームにウイスキソ…	expected-dictionary	
L097	segmentation	sudachi-a+vibrato:unidic-cwj-202512+vibrato:unidic-novel-202512:[後ろ|倒し] ; sudachi-c:[後ろ倒し]	1	1	1	…に泣き縋りました。妻は姉の毛を引張って、【後ろ倒し】にしてやった事を涙乍らに語りました。私は…			expected-dictionary	
L098	feature	pos4 whole_region =>vibrato:unidic-novel-202512 ; 名=>sudachi-a+sudachi-c+vibrato:unidic-cwj-202512	73897	7682	7512	…はない、――それはなア……イ」、ト平気で【伸】をしながら、また欠伸をした。␣「ほんとに…	…た。父はわたしの教育のことには、ほとんど【風馬牛】だったが、さりとてわたしを馬鹿にするよう…	…立てて、韻が入れかわり立ちかわり、まるで【小鈴】のような空ろで騒々しい音を立てたけれど、…	noise	
L099	segmentation	vibrato:unidic-cwj-202512+vibrato:unidic-novel-202512:[洞爺|丸] ; sudachi-a+sudachi-c:[洞爺丸]	2	2	2	…をなにがしとりまとめてみよう。␣　連絡船【洞爺丸】が、その日海峡のひどい荒天をのりきって静…	…␣　それきり忘れていたのであるが、今度の【洞爺丸】事件について、又天気予報が一部で問題にな…		expected-dictionary	
L100	feature	pos1 surface:Becque 名詞=>sudachi-a+sudachi-c ; 感動詞=>vibrato:unidic-cwj-202512+vibrato:unidic-novel-202512	1	1	1	…る株式仲買人アンリ・ベック（Henry 【Becque】, 1837-99）が、中年をすぎて、小…			expected-dictionary	
L101	segmentation	vibrato:unidic-cwj-202512:[日本|松|樹] ; vibrato:unidic-novel-202512:[日本|松樹] ; sudachi-a+sudachi-c:[日本松|樹]	1	1	1	…ればまたクロマツの場合もある。この二種は【日本松樹】の二大代表者で実に我邦山野の景色はこの二…			expected-dictionary	
L102	feature	pos1 surface:Foundation 名詞=>sudachi-a+sudachi-c ; 感動詞=>vibrato:unidic-cwj-202512+vibrato:unidic-novel-202512	1	1	1	…aniel Derby Pickman 【Foundation】、J. B. Douglas, comm…			expected-dictionary	
L103	feature	pos1 surface:Normalit 名詞=>sudachi-a+sudachi-c+vibrato:unidic-cwj-202512 ; 感動詞=>vibrato:unidic-novel-202512	1	1	1	…。␣　三、以上の二つに連関して、規範性（【Normalit】）の問題が生じる。吾々による価値論――価…			corpus-artifact	
L104	feature	pos4 surface:のん =>vibrato:unidic-novel-202512 ; 名=>sudachi-a+sudachi-c+vibrato:unidic-cwj-202512	1	1	1	…代子さんはコーヒーをかきまぜて、一口二口【のん】だが、なんとなく異様な顔付で、いぶかしそ…			bug	
L105	segmentation	vibrato:unidic-novel-202512:[ダルマ|シー] ; sudachi-a+sudachi-c+vibrato:unidic-cwj-202512:[ダルマシー]	1	1	1	…えるが、どうも軍隊らしい。」それから彼は【ダルマシー】公に尋ねた、「スールト、あのシャペル・サ…			expected-dictionary	
L106	feature	pos4 surface:大膳 =>sudachi-a+sudachi-c+vibrato:unidic-novel-202512 ; 名=>vibrato:unidic-cwj-202512	3	3	3	…行御役宅におきまして、天一坊常楽院、赤川【大膳】以下を召捕りまして御座りまする。供の者一…	…、子の龍若丸、宍倉朝興の力をかりて、山名【大膳】を伊香保に斬り殺して、父母の仇を打ちけり…	…掛りける早其夜も明て卯の上刻となれば赤川【大膳】先驅として徒士四人先箱二ツ鳥毛の一本道具…	expected-dictionary	
L107	segmentation	vibrato:unidic-cwj-202512+vibrato:unidic-novel-202512:[於|助] ; sudachi-a+sudachi-c:[於助]	2	1	1	…おうか、長浜の小姓部屋にいる於市、於虎、【於助】、於権などという者どもとは、その言語挙動…	…と仲よくせねばならぬぞ。――於市、於権、【於助】」␣「はい」␣「きょうから、そち達の組に…		expected-dictionary	
L108	feature	pos1 surface:Monte 名詞=>sudachi-a+sudachi-c+vibrato:unidic-cwj-202512 ; 感動詞=>vibrato:unidic-novel-202512	16	6	6	…る、対岸はモンテ・サン・サルヴァトーレ 【Monte】 San Salvatore, 915m…	…鼻でさえぎられて、その上にモンテ・ブレ 【Monte】 Br がそびえている。くねくねした小路…	…いるんだ、山の名はモンテ・チェルヴィノ 【Monte】 Crvino、マッターホルンではわから…	expected-dictionary	
L109	segmentation	vibrato:unidic-novel-202512:[な|しめつ|た] ; sudachi-a+sudachi-c+vibrato:unidic-cwj-202512:[なし|めつた]	1	1	1	…たやうにふつと薄暗くなつた。雨でも來さう【なしめつた】空あひである。␣　待ちくたびれた處へやつ…			expected-policy	
L110	feature	pos4 surface:而始 =>sudachi-a+sudachi-c ; 一般=>vibrato:unidic-cwj-202512	1	1	1	…が戦死した。「秀頴聞小太郎死。歎曰。余今【而始】失一臂矣。」␣「十八日。晴。昨十七日昼九…			expected-dictionary	
L111	segmentation	vibrato:unidic-cwj-202512+vibrato:unidic-novel-202512:[嚴|勵] ; sudachi-a+sudachi-c:[嚴勵]	1	1	1	…ヲ課スル所以ハ國家ノ兒童ヲ保護スルニ最モ【嚴勵】ナルベキヲ以テナリ。實ニ國家ノ生産的利益…			expected-dictionary	
L112	feature	pos2 whole_region 一般=>vibrato:unidic-cwj-202512+vibrato:unidic-novel-202512 ; 普通名詞=>sudachi-a+sudachi-c	118502	11344	11125	…。木の葉が頭上で幽かに戦いだが、その音を【聞】たばかりでも季節は知られた。それは春先す…	…頭翁の声のみが、故鈴でも鳴らすごとくに、【響き】わたッた。この樺の林へ来るまえに、自分は…	…。長たらしい茎へ無器用にヒッつけたような【薄】きたない円葉をうるさく振りたてて――どう…	noise	
L113	feature	pos2 surface:ウェステンブロオク 固有名詞=>vibrato:unidic-cwj-202512 ; 普通名詞=>sudachi-a+sudachi-c+vibrato:unidic-novel-202512	2	1	1	…り以後はフィンデイ街一二六番地なるシイ・【ウェステンブロオク】方で食事をし製革工場の小屋の一室に寢泊り…	…れた。ウィリアム・ホルレルバッハ、シイ・【ウェステンブロオク】少年、エヌ・ウェステンブロオク、バン・フ…		expected-dictionary	
L114	feature	pos1 whole_region 名詞=>sudachi-a+sudachi-c+vibrato:unidic-cwj-202512 ; 接尾辞=>vibrato:unidic-novel-202512	58875	9065	8883	…うそう子供と見てもらいますまいという意気【ごみ】で、できるだけ磊落な、しかも鹿爪らしい顔…	…、そうねえ……。こんなこと言って、あなた【方】笑わないこと？」␣「いいや、とんでもない…	…くところだった。……と父が、鞭を手に仁王【立ち】になって、足を踏み鳴らしていた。隅の方に…	noise	
L115	feature	pos2 whole_region 固有名詞=>vibrato:unidic-cwj-202512 ; 普通名詞=>sudachi-a+sudachi-c+vibrato:unidic-novel-202512	123875	10284	10083	…部屋の中に残ったのは、主人と、セルゲイ・【ニコラーエヴィチ】と、ヴラジーミル・ペトローヴィチだけであ…	…ルゲイ・ニコラーエヴィチ」␣　セルゲイ・【ニコラーエヴィチ】というのは、まるまると肥った男で、ぽって…	…である。␣「やあ！」と、主人もセルゲイ・【ニコラーエヴィチ】も異口同音に。――「なおさら結構……話し…	noise	
L116	feature	pos1 surface:Ehre 名詞=>sudachi-a+sudachi-c+vibrato:unidic-cwj-202512 ; 感動詞=>vibrato:unidic-novel-202512	5	2	2	…栄光のために！」（一八一五年）（Zur 【Ehre】 des Allmchtigen, de…	…ri ＝ honos 又は honor（【Ehre】）の Dativ; est ＝ ist.…	…es gereicht mir zur 【Ehre】 ＝それは私にとつて光榮である；私は面目…	expected-dictionary	
L117	segmentation	sudachi-a+sudachi-c+vibrato:unidic-cwj-202512:[諸|種目] ; vibrato:unidic-novel-202512:[諸種|目]	1	1	1	…づくで書いてゐるわけでもあるまい。文学の【諸種目】を生みだす制約といふものが、鑑賞者のそれ…			expected-dictionary	
L118	feature	pos1 whole_region 名詞=>vibrato:unidic-novel-202512 ; 接尾辞=>sudachi-a+sudachi-c+vibrato:unidic-cwj-202512	80739	10344	10144	…に両の手を膝に落して、端然と坐していた。【旁々】の手を見れば、半はむきだしで、その上に載…	…とは明かに見られた。睫毛はうるんでいて、【旁々】の頬にもまた蒼さめた唇へかけて、涙の伝っ…	…いられず、物凄い表情を顔に浮べながら、幾【日】も幾日もぶっとおしに、ベッドの中でごろご…	noise	
L119	segmentation	vibrato:unidic-cwj-202512+vibrato:unidic-novel-202512:[三|桃] ; sudachi-a+sudachi-c:[三桃]	1	1	1	…かけぬあるじの悦び、日夜語つゞけて、其弟【三桃】翠など云が朝夕勤とぶらひ、自の家にも伴ひ…			expected-dictionary	
L120	feature	pos2 whole_region =>vibrato:unidic-novel-202512 ; 格助詞=>sudachi-a+sudachi-c+vibrato:unidic-cwj-202512	259876	14604	14360	…する、おもしろそうな、笑うようなさざめき【で】もなく、夏のゆるやかなそよぎでもなく、永…	…るやかなそよぎでもなく、永たらしい話し声【で】もなく、また末の秋のおどおどした、うそさ…	…ふしに人をさみした白頭翁の声のみが、故鈴【で】も鳴らすごとくに、響きわたッた。この樺の…	expected-dictionary	
L121	feature	pos1 whole_region 助動詞=>sudachi-a+sudachi-c+vibrato:unidic-cwj-202512 ; 助詞=>vibrato:unidic-novel-202512	88895	11447	11231	…葡萄めく色を帯びたのが、際限もなくもつれ【つ】からみつして、目前に透かして見られた。␣…	…抹額を締めていたが、その下から美しい鶉色【で】、しかも白く光る濃い頭髪を叮嚀に梳したの…	…るまい」トまた話しだした、「そんなくだら【ん】ことをいうのは置いてもらおうぜ。おれはお…	bug	
L122	feature	pos2 surface:ポリプーモス 固有名詞=>vibrato:unidic-cwj-202512+vibrato:unidic-novel-202512 ; 普通名詞=>sudachi-a+sudachi-c	1	1	1	…ポリプーモスの七つの島というのだそうだ。【ポリプーモス】はキョクロープス（一つ目の巨人）たちの棟…			expected-dictionary	
L123	segmentation	vibrato:unidic-cwj-202512+vibrato:unidic-novel-202512:[サテ|モ] ; sudachi-a+sudachi-c:[サテモ]	7	2	2	…あ――ア。ナント恐ろしキチガイ地獄じゃ。【サテモ】恐ろし精神病院。なぞと云うても皆様方には…	…書物を拡げて。ザット中味を調べて御覧よ。【サテモ】並んだ病気の名前じゃ。丸い洋文字、四角い…	…▼あ――ア。これで診察出来るが奇妙じゃ。【サテモ】精神病者を受け持つ。博士、学士の医者様た…	expected-dictionary	
L124	feature	pos1 surface:見出 動詞=>vibrato:unidic-novel-202512 ; 名詞=>sudachi-a+sudachi-c+vibrato:unidic-cwj-202512	7	5	5	…をはかなきものとおもひけるかなと有之候を【見出】、まことに喜ばしく候。茶山のうたは無論無…	…、即チ財政整理デ、ソノ節『我楽多文庫』ヲ【見出】シマシタカラ、遅マキナガラ返上ニ及ビマシ…	…物資ニアラズ、己レノ良心ト信仰トノ活路ヲ【見出】サンガタメニ新天地ニ出デタルモノ也。␣閤…	expected-dictionary	
L125	feature	pos1 surface:プレドポスィロフ 名詞=>sudachi-a+sudachi-c+vibrato:unidic-cwj-202512 ; 感動詞=>vibrato:unidic-novel-202512	1	1	1	…る。␣「まあまあ、なんてお馬鹿さんなの、【プレドポスィロフ】！」と彼女は叫んだ、「向うへいらっしゃい…			expected-dictionary	
L126	feature	pos2 whole_region 接続助詞=>vibrato:unidic-novel-202512 ; 格助詞=>sudachi-a+sudachi-c+vibrato:unidic-cwj-202512	84517	11346	11128	…くめて、身を転じて、そして大股にゆうゆう【と】立ち去ッた。␣　しばらくたッた……「アク…	…充ちわたツた。日没にはまだ半時間もあろう【に】、モウゆうやけがほの赤く天末を染めだした…	…微笑を浮べ、眼は少し横合いから物問いたげ【に】、考え深そうに、優しげにわたしを見まもっ…	expected-dictionary	
L127	feature	pos3 whole_region =>vibrato:unidic-cwj-202512+vibrato:unidic-novel-202512 ; 一般=>sudachi-a+sudachi-c	262961	13496	13257	…。木の葉が頭上で幽かに戦いだが、その音を【聞】たばかりでも季節は知られた。それは春先す…	…頭翁の声のみが、故鈴でも鳴らすごとくに、【響き】わたッた。この樺の林へ来るまえに、自分は…	…。長たらしい茎へ無器用にヒッつけたような【薄】きたない円葉をうるさく振りたてて――どう…	noise	
L128	segmentation	vibrato:unidic-cwj-202512:[易|うる] ; sudachi-a+sudachi-c:[易う|る] ; vibrato:unidic-novel-202512:[易うる]	1	1	1	…輩は一時の要用便利を以て天下後世の大事に【易うる】こと能わざる者なり。␣　男女両性の関係は…			expected-policy	
L129	feature	pos4 surface:国立 =>vibrato:unidic-cwj-202512 ; 一般=>vibrato:unidic-novel-202512	1	1	1	…い。それで丁度この会議のスポンサーをした【米国立】科学財団の幹部の人がやって来ていたので、…			expected-dictionary	
L130	feature	pos1 surface:無茶苦茶 副詞=>sudachi-a+sudachi-c+vibrato:unidic-novel-202512 ; 名詞=>vibrato:unidic-cwj-202512	1	1	1	…茶苦茶だ？␣␣自分が知らない歌はなんでも【無茶苦茶】か、␣（間）␣処で、お前は、わかつてると…			expected-dictionary	
L131	feature	pos2 surface:囲り 一般=>vibrato:unidic-cwj-202512 ; 普通名詞=>sudachi-a+sudachi-c	1	1	1	…こは隅田川の三角洲、川口から向う河岸には【三囲り】の土手を見、すぐ右側には真土山の聖天、森…			expected-dictionary	
L132	feature	pos1 whole_region 助動詞=>vibrato:unidic-novel-202512 ; 助詞=>sudachi-a+sudachi-c+vibrato:unidic-cwj-202512	285600	14849	14605	…りそそぎ、その晴れ間にはおりおり生ま煖か【な】日かげも射して、まことに気まぐれな空ら合…	…する、おもしろそうな、笑うようなさざめき【で】もなく、夏のゆるやかなそよぎでもなく、永…	…るやかなそよぎでもなく、永たらしい話し声【で】もなく、また末の秋のおどおどした、うそさ…	expected-policy	
L133	segmentation	sudachi-a+sudachi-c:[し|いづる] ; vibrato:unidic-cwj-202512:[しい|づる] ; vibrato:unidic-novel-202512:[しいづる]	1	1	1	…ものではなく、道得自身の内より必然に開展【しいづる】ものと解し得られるのである。そうしてそれ…			expected-policy	
L134	segmentation	sudachi-a+sudachi-c+vibrato:unidic-novel-202512:[以|木] ; vibrato:unidic-cwj-202512:[以木]	1	1	1	…餘輕重、或流或杖、毎訊究獄訟、不承引者、【以木】壓膝、或張強弓以弦鋸其項、或置小石於沸湯…			expected-policy	
L135	segmentation	sudachi-a:[引|張れ] ; sudachi-c+vibrato:unidic-cwj-202512+vibrato:unidic-novel-202512:[引張れ]	14	12	12	…っと面白がれ。さあ、糸を手繰れ、上げろ、【引張れ】。俺が、凧になって、上ってやろう。上って…	…つと面白がれ。さあ、糸を手繰れ、上げろ、【引張れ】。俺が、凧に成つて、上つて遣らう。上つて…	…れ。おい、判つたか、判つたか。（猿の耳を【引張れ】ば、猿は引つかく。）え、え、痛てえ、痛て…	expected-policy	
L136	feature	pos4 whole_region =>vibrato:unidic-novel-202512 ; 一般=>sudachi-a+sudachi-c+vibrato:unidic-cwj-202512	64025	8141	7971	…きなおッた。何となく心おくれのした気色。【ヒタ】と視詰めた眼ざしにおどおどしたところもあ…	…出した。父の馬術はなかなか大したもので、【レーリ】氏などよりずっと早くから、どんな荒馬をも…	…ーシンはわたしに言った。十一␣　その晩、【ザセーキン】家には常連が集まった。わたしもその中にい…	noise	
L137	feature	pos2 whole_region =>sudachi-a+sudachi-c ; 空白=>vibrato:unidic-cwj-202512+vibrato:unidic-novel-202512	3250881	17810	17547	…【␣】　このあいびきは先年仏蘭西で死去した、露…	…、これでも原文はきわめておもしろいです。【␣】　秋九月中旬というころ、一日自分がさる樺…	…つからみつして、目前に透かして見られた。【␣】　あるいはまたあたり一面にわかに薄暗くな…	expected-policy	
L138	feature	pos2 surface:Stowacki 一般=>vibrato:unidic-cwj-202512+vibrato:unidic-novel-202512 ; 普通名詞=>sudachi-a+sudachi-c	1	1	1	…as、Mary Czanek、Pete 【Stowacki】、Shub-Niggurath, The…			expected-dictionary	
L139	segmentation	sudachi-a+vibrato:unidic-cwj-202512+vibrato:unidic-novel-202512:[神秘|主義|的] ; sudachi-c:[神秘主義的]	12	9	9	…の神秘主義者（1752-1803）多くの【神秘主義的】な著作がある。␣＊６　カラムジン　ニコラ…	…の無という論理的な用具は併し、決して何か【神秘主義的】な Grund（例えば Ungrund）…	…の形態のブルジョア哲学の例にもれず、その【神秘主義的】・宗教的・形而上学的・な要素の故に形而上…	expected-policy	
L140	feature	pos2 whole_region 固有名詞=>sudachi-a+sudachi-c+vibrato:unidic-cwj-202512 ; 普通名詞=>vibrato:unidic-novel-202512	184194	11092	10882	…に一段高く聳えて、入り日をまともに受け、【根本】より木末に至るまでむらなく樺色に染まりな…	…はない、――それはなア……イ」、ト平気で【伸】をしながら、また欠伸をした。␣「ほんとに…	…った、花束を拾い上げた、そして林を去ッて【のら】へ出た。日は青々とした空に低く漂ッて、射…	noise	
L141	segmentation	vibrato:unidic-novel-202512:[と|しやべつ] ; sudachi-a+sudachi-c:[とし|や|べつ] ; vibrato:unidic-cwj-202512:[としや|べつ]	4	4	3	…になりませんでした。␣　野牛は、なが／＼【としやべつ】てをりましたが、大きな杉の樹の根もとが、…	…になりませんでした。␣　野牛は、なが／＼【としやべつ】てをりましたが、大きな杉の樹の根もとが、…	…の外は、一とたまりも無く、皆んなペラ／＼【としやべつ】てしまひましたよ。それによると、お島さん…	expected-policy	
L142	segmentation	sudachi-a:[取|捌く] ; sudachi-c+vibrato:unidic-cwj-202512+vibrato:unidic-novel-202512:[取捌く]	2	2	2	…付一しものか云々。␣まさか「天下の政道を【取捌く】決断所での琴三味線」「自分のなぐさみ気ば…	…やさかい。また商売用に来た人は、店の者が【取捌く】筈でもあり、それで分らぬ事はわしが留守ぢ…		expected-policy	
L143	feature	pos2 whole_region 普通名詞=>sudachi-a+sudachi-c+vibrato:unidic-cwj-202512 ; 非自立可能=>vibrato:unidic-novel-202512	61986	7771	7621	…して同じ叔女たるあなた様にお手紙まいらせ【候】。この期会にめぐまされ候こと、まことに嬉…	…にお手紙まいらせ候。この期会にめぐまされ【候】こと、まことに嬉ばしき限りにて』しかじか…	…このわびごころ、何ものの乱し騒がすものも【なし】。かくて胸は、またも燃え、恋いわたる………	noise	
